match_id,game_time,placement,level,gold_left,augments,traits,units
NA1_5242602128,2025-03-06 20:11:30.599000+00:00,7,8,0,[],"['TFT13_Academy-2', 'TFT13_Invoker-1', 'TFT13_Martialist-1', 'TFT13_Titan-2']","['TFT13_Lux (1★)', 'TFT13_Leona (2★)', 'TFT13_Rell (2★)', 'TFT13_Ezreal (2★)', 'TFT13_Beardy (2★)', 'TFT13_Heimerdinger (2★)', 'TFT13_Illaoi (1★)', 'TFT13_Corki (2★)']"
NA1_5242588343,2025-03-06 19:31:53.569000+00:00,7,8,53,[],"['TFT13_Ambassador-1', 'TFT13_Hoverboard-1', 'TFT13_Sniper-2', 'TFT13_Squad-1', 'TFT13_Watcher-2']","['TFT13_Shooter (2★)', 'TFT13_Vladimir (2★)', 'TFT13_Prime (2★)', 'TFT13_Zeri (2★)', 'TFT13_FlyGuy (2★)', 'TFT13_Garen (2★)', 'TFT13_Twitch (2★)', 'TFT13_Caitlyn (1★)']"
NA1_5242573724,2025-03-06 18:53:17.188000+00:00,8,7,13,[],"['TFT13_Ambusher-4', 'TFT13_Crime-1', 'TFT13_HighRoller-1', 'TFT13_Scrap-1', 'TFT13_Teamup_UnlikelyDuo-1']","['TFT13_Blue (2★)', 'TFT13_Camille (2★)', 'TFT13_Chainsaw (2★)', 'TFT13_Gremlin (2★)', 'TFT13_Ekko (1★)', 'TFT13_Lieutenant (1★)', 'tft13_jinx (1★)']"
NA1_5242073577,2025-03-05 22:29:23.787000+00:00,7,9,0,[],"['TFT13_Ambassador-1', 'TFT13_Ambusher-1', 'TFT13_Family-2', 'TFT13_Martialist-1', 'TFT13_MissMageTrait-1', 'TFT13_Pugilist-2', 'TFT13_Scrap-1', 'TFT13_Warband-1', 'TFT13_Watcher-1']","['TFT13_Darius (2★)', 'TFT13_Draven (2★)', 'TFT13_Blue (3★)', 'TFT13_Red (3★)', 'TFT13_Tristana (1★)', 'TFT13_Urgot (2★)', 'TFT13_Prime (3★)', 'TFT13_Camille (1★)', 'TFT13_Gangplank (2★)', 'TFT13_MissMage (1★)']"
NA1_5242058411,2025-03-05 21:51:36.696000+00:00,3,8,1,[],"['TFT13_Ambassador-1', 'TFT13_Ambusher-4', 'TFT13_Hoverboard-1', 'TFT13_Scrap-1', 'TFT13_Watcher-1']","['TFT13_Blue (2★)', 'TFT13_Camille (2★)', 'TFT13_Gremlin (3★)', 'TFT13_FlyGuy (2★)', 'TFT13_Garen (1★)', 'TFT13_Ekko (2★)', 'TFT13_Ekko (2★)', 'tft13_jinx (1★)']"
NA1_5242044185,2025-03-05 21:15:03.388000+00:00,3,8,45,[],"['TFT13_Ambassador-1', 'TFT13_Martialist-1', 'TFT13_Rebel-1', 'TFT13_Titan-3']","['TFT13_Singed (2★)', 'TFT13_Irelia (2★)', 'TFT13_Leona (3★)', 'TFT13_Rell (2★)', 'TFT13_Tristana (3★)', 'TFT13_Ezreal (2★)', 'TFT13_Beardy (1★)', 'TFT13_Illaoi (1★)']"
NA1_5242030278,2025-03-05 20:35:43.656000+00:00,1,9,30,[],"['TFT13_Ambassador-2', 'TFT13_FormSwapper-2', 'TFT13_MachineHerald-1', 'TFT13_Martialist-1', 'TFT13_Scrap-1', 'TFT13_Sorcerer-1', 'TFT13_Warband-1']","['TFT13_Tristana (2★)', 'tft13_swain (3★)', 'TFT13_Nami (2★)', 'TFT13_Gangplank (2★)', 'tft13_elise (2★)', 'TFT13_Ambessa (2★)', 'TFT13_Garen (2★)', 'TFT13_Corki (2★)', 'TFT13_Jayce (2★)', 'TFT13_Viktor (1★)', 'TFT13_JayceSummon (2★)']"
NA1_5242012359,2025-03-05 19:52:33.151000+00:00,3,9,1,[],['TFT13_Ambassador-1'],"['tft13_elise (2★)', 'tft13_elise (2★)', 'TFT13_Garen (2★)', 'TFT13_Twitch (2★)', 'TFT13_Illaoi (2★)', 'TFT13_Vi (2★)', 'TFT13_Malzahar (1★)', 'TFT13_LeBlanc (1★)', 'TFT13_Mordekaiser (1★)']"
NA1_5241996040,2025-03-05 18:59:24.942000+00:00,7,7,0,[],"['TFT13_Family-2', 'TFT13_HighRoller-1', 'TFT13_Pugilist-3', 'TFT13_Scrap-1', 'TFT13_Squad-1']","['TFT13_Draven (2★)', 'TFT13_Blue (3★)', 'TFT13_Red (3★)', 'TFT13_Prime (3★)', 'TFT13_Gangplank (1★)', 'TFT13_Vi (1★)', 'TFT13_Lieutenant (1★)']"
NA1_5241985956,2025-03-05 18:18:55.285000+00:00,3,9,0,[],"['TFT13_Cabal-3', 'TFT13_Infused-3', 'TFT13_Sorcerer-1']","['TFT13_Vladimir (2★)', 'TFT13_Ziggs (2★)', 'TFT13_Blitzcrank (2★)', 'TFT13_Cassiopeia (2★)', 'tft13_elise (2★)', 'TFT13_Silco (2★)', 'TFT13_DrMundo (2★)', 'TFT13_LeBlanc (1★)', 'TFT13_Mordekaiser (2★)', 'TFT13_Sion (3★)']"
