match_id,game_time,placement,level,gold_left,augments,traits,units
NA1_5244343867,2025-03-09 12:37:44.801000+00:00,7,9,4,[],"['TFT13_Ambassador-1', 'TFT13_Ambusher-4', 'TFT13_Scrap-1', 'TFT13_Squad-1', 'TFT13_Warband-2']","['TFT13_Blue (2★)', 'TFT13_Rell (2★)', 'TFT13_Camille (2★)', 'tft13_swain (2★)', 'TFT13_Gremlin (3★)', 'TFT13_Ambessa (1★)', 'TFT13_Ekko (1★)', 'TFT13_Vi (2★)', 'tft13_jinx (2★)']"
NA1_5244336813,2025-03-09 12:02:49.660000+00:00,2,9,101,[],"['TFT13_Academy-4', 'TFT13_FormSwapper-1', 'TFT13_Invoker-1', 'TFT13_Sorcerer-1', 'TFT13_Titan-2', 'TFT13_Warband-1']","['TFT13_Lux (2★)', 'TFT13_Singed (1★)', 'TFT13_Singed (1★)', 'TFT13_Leona (2★)', 'TFT13_Rell (2★)', 'tft13_swain (2★)', 'TFT13_Ezreal (2★)', 'TFT13_Heimerdinger (3★)', 'TFT13_Illaoi (3★)', 'TFT13_Jayce (2★)', 'TFT13_Jayce (1★)', 'TFT13_Malzahar (2★)', 'TFT13_JayceSummon (2★)']"
NA1_5244329461,2025-03-09 11:31:55.500000+00:00,6,10,2,[],"['TFT13_Ambassador-1', 'TFT13_HighRoller-1', 'TFT13_JunkerKing-1', 'TFT13_Martialist-2', 'TFT13_MissMageTrait-1', 'TFT13_Pugilist-1', 'TFT13_Scrap-3']","['TFT13_Trundle (1★)', 'TFT13_Tristana (2★)', 'TFT13_Urgot (2★)', 'TFT13_Ziggs (2★)', 'TFT13_Ezreal (2★)', 'TFT13_Gangplank (1★)', 'TFT13_Ekko (2★)', 'TFT13_Corki (2★)', 'TFT13_Lieutenant (1★)', 'TFT13_Rumble (2★)', 'TFT13_MissMage (1★)']"
NA1_5243708870,2025-03-08 14:26:13.826000+00:00,2,10,29,[],"['TFT13_Invoker-3', 'TFT13_JunkerKing-1', 'TFT13_MissMageTrait-1', 'TFT13_Scrap-1', 'TFT13_Titan-3']","['TFT13_Morgana (1★)', 'TFT13_Irelia (2★)', 'TFT13_Rell (2★)', 'TFT13_NunuWillump (1★)', 'TFT13_Beardy (2★)', 'TFT13_Heimerdinger (2★)', 'TFT13_Illaoi (2★)', 'TFT13_Malzahar (2★)', 'TFT13_LeBlanc (2★)', 'TFT13_Rumble (2★)', 'TFT13_Rumble (1★)', 'TFT13_MissMage (1★)']"
NA1_5243699694,2025-03-08 13:49:22.314000+00:00,1,10,8,[],"['TFT13_Crime-4', 'TFT13_Hextech-1', 'TFT13_HighRoller-1', 'TFT13_Infused-2', 'TFT13_Invoker-1', 'TFT13_JunkerKing-1', 'TFT13_Titan-1']","['TFT13_Singed (2★)', 'TFT13_RenataGlasc (2★)', 'TFT13_Blitzcrank (2★)', 'TFT13_Chainsaw (2★)', 'TFT13_Gremlin (2★)', 'TFT13_Silco (2★)', 'TFT13_DrMundo (2★)', 'TFT13_Malzahar (2★)', 'TFT13_LeBlanc (3★)', 'TFT13_Mordekaiser (2★)', 'TFT13_Lieutenant (2★)', 'TFT13_Rumble (2★)']"
NA1_5243695366,2025-03-08 13:15:50.377000+00:00,3,9,1,[],"['TFT13_Ambusher-4', 'TFT13_Family-3', 'TFT13_Hoverboard-1', 'TFT13_JunkerKing-1', 'TFT13_Pugilist-1', 'TFT13_Scrap-2', 'TFT13_Titan-1', 'TFT13_Watcher-1']","['TFT13_Blue (3★)', 'TFT13_Red (3★)', 'TFT13_Prime (2★)', 'TFT13_Gremlin (2★)', 'TFT13_FlyGuy (2★)', 'TFT13_Gangplank (2★)', 'TFT13_Ekko (2★)', 'TFT13_Rumble (2★)', 'tft13_jinx (2★)']"
NA1_5243690781,2025-03-08 12:37:39.478000+00:00,1,10,10,[],"['TFT13_Ambusher-4', 'TFT13_Hoverboard-3', 'TFT13_JunkerKing-1', 'TFT13_MissMageTrait-1', 'TFT13_Scrap-3', 'TFT13_Sniper-2']","['TFT13_Blue (2★)', 'TFT13_Zeri (2★)', 'TFT13_Ziggs (2★)', 'TFT13_FlyGuy (2★)', 'TFT13_Gangplank (3★)', 'TFT13_Twitch (2★)', 'TFT13_Ekko (2★)', 'TFT13_Corki (2★)', 'TFT13_Rumble (2★)', 'TFT13_Jinx (3★)', 'TFT13_Caitlyn (2★)', 'TFT13_MissMage (1★)']"
NA1_5243681586,2025-03-08 11:53:33.105000+00:00,2,10,9,[],"['TFT13_Ambassador-1', 'TFT13_Ambusher-1', 'TFT13_BloodHunter-1', 'TFT13_Bruiser-1', 'TFT13_Experiment-2', 'TFT13_HighRoller-1', 'TFT13_JunkerKing-1', 'TFT13_Martialist-1', 'TFT13_Pugilist-1', 'TFT13_Scrap-3', 'TFT13_Titan-1']","['TFT13_Blue (2★)', 'TFT13_Trundle (2★)', 'TFT13_Urgot (3★)', 'TFT13_NunuWillump (2★)', 'TFT13_Ambessa (1★)', 'TFT13_DrMundo (2★)', 'TFT13_Ekko (3★)', 'TFT13_Corki (3★)', 'TFT13_Lieutenant (2★)', 'TFT13_Rumble (2★)', 'TFT13_Warwick (1★)']"
NA1_5243120180,2025-03-07 16:42:08.707000+00:00,2,9,1,[],"['TFT13_Bruiser-3', 'TFT13_Experiment-1', 'TFT13_Infused-3']","['TFT13_Sett (2★)', 'TFT13_Ziggs (3★)', 'TFT13_Blitzcrank (2★)', 'TFT13_Cassiopeia (2★)', 'TFT13_Chainsaw (2★)', 'TFT13_NunuWillump (2★)', 'TFT13_Silco (2★)', 'TFT13_DrMundo (2★)', 'TFT13_Mordekaiser (1★)']"
NA1_5242554331,2025-03-06 17:32:19.488000+00:00,1,10,8,[],"['TFT13_Ambassador-1', 'TFT13_BloodHunter-1', 'TFT13_Bruiser-1', 'TFT13_FormSwapper-2', 'TFT13_Invoker-1', 'TFT13_MissMageTrait-1', 'TFT13_Pugilist-1', 'TFT13_Warband-4']","['TFT13_Darius (2★)', 'TFT13_Draven (2★)', 'TFT13_Rell (2★)', 'tft13_swain (3★)', 'TFT13_Gangplank (2★)', 'tft13_elise (2★)', 'TFT13_Ambessa (2★)', 'TFT13_Jayce (3★)', 'TFT13_Mordekaiser (2★)', 'TFT13_Warwick (1★)', 'TFT13_MissMage (1★)', 'TFT13_JayceSummon (3★)', 'TFT13_JayceSummon (3★)', 'TFT13_JayceSummon (3★)', 'TFT13_JayceSummon (3★)', 'TFT13_JayceSummon (3★)', 'TFT13_JayceSummon (3★)']"
NA1_5241961949,2025-03-05 16:36:12.364000+00:00,4,9,3,[],"['TFT13_Ambassador-1', 'TFT13_FormSwapper-2', 'TFT13_HighRoller-1', 'TFT13_MissMageTrait-1', 'TFT13_Pugilist-1', 'TFT13_Warband-3']","['TFT13_Draven (2★)', 'TFT13_Rell (2★)', 'tft13_swain (3★)', 'TFT13_Gangplank (2★)', 'TFT13_Elise (1★)', 'TFT13_Ambessa (2★)', 'TFT13_Jayce (2★)', 'TFT13_Mordekaiser (2★)', 'TFT13_Lieutenant (2★)', 'TFT13_MissMage (1★)', 'TFT13_JayceSummon (2★)']"
NA1_5237540774,2025-02-26 05:00:11.363000+00:00,2,9,33,[],"['TFT13_Academy-3', 'TFT13_BloodHunter-1', 'TFT13_Invoker-1', 'TFT13_JunkerKing-1', 'TFT13_Titan-3']","['TFT13_Lux (2★)', 'TFT13_Leona (2★)', 'TFT13_Rell (2★)', 'TFT13_Ezreal (2★)', 'TFT13_Heimerdinger (2★)', 'TFT13_Illaoi (2★)', 'TFT13_Jayce (2★)', 'TFT13_Rumble (2★)', 'TFT13_Warwick (1★)', 'TFT13_JayceSummon (2★)']"
NA1_5236535968,2025-02-24 15:12:29.317000+00:00,8,7,43,[],"['TFT13_Bruiser-1', 'TFT13_Crime-3', 'TFT13_FormSwapper-1']","['TFT13_Singed (2★)', 'TFT13_RenataGlasc (2★)', 'TFT13_Chainsaw (3★)', 'TFT13_Gremlin (2★)', 'tft13_elise (2★)', 'TFT13_Silco (1★)', 'TFT13_Jayce (1★)', 'TFT13_JayceSummon (1★)']"
NA1_5234509565,2025-02-21 17:58:46.408000+00:00,2,9,1,[],"['TFT13_Ambassador-1', 'TFT13_FormSwapper-2', 'TFT13_Pugilist-1', 'TFT13_Warband-3', 'TFT13_Watcher-1']","['TFT13_Darius (2★)', 'TFT13_Draven (2★)', 'TFT13_Prime (2★)', 'tft13_swain (2★)', 'TFT13_Gangplank (2★)', 'tft13_elise (1★)', 'TFT13_Ambessa (2★)', 'TFT13_Jayce (1★)', 'TFT13_Mordekaiser (1★)', 'TFT13_JayceSummon (1★)']"
NA1_5234495727,2025-02-21 17:28:43.891000+00:00,2,8,1,[],"['TFT13_Bruiser-1', 'TFT13_Rebel-3', 'TFT13_Titan-1']","['TFT13_Irelia (2★)', 'TFT13_Vex (2★)', 'TFT13_Akali (2★)', 'TFT13_Sett (2★)', 'tft13_elise (2★)', 'TFT13_Illaoi (1★)', 'TFT13_Zoe (2★)', 'tft13_jinx (1★)']"
NA1_5229284930,2025-02-14 17:36:51.286000+00:00,2,9,5,[],"['TFT13_Academy-2', 'TFT13_JunkerKing-1', 'TFT13_MissMageTrait-1', 'TFT13_Rebel-2', 'TFT13_Sorcerer-1', 'TFT13_Titan-3']","['TFT13_Lux (2★)', 'TFT13_Irelia (3★)', 'TFT13_Leona (2★)', 'TFT13_Sett (2★)', 'TFT13_Ezreal (2★)', 'TFT13_Beardy (1★)', 'TFT13_Heimerdinger (2★)', 'TFT13_Illaoi (2★)', 'TFT13_Zoe (2★)', 'TFT13_Rumble (2★)', 'TFT13_MissMage (1★)']"
