match_id,game_time,placement,level,gold_left,augments,traits,units
NA1_5244323640,2025-03-09 10:59:15.095000+00:00,8,7,3,[],"['TFT13_Ambassador-1', 'TFT13_Infused-2', 'TFT13_MachineHerald-1', 'TFT13_Watcher-1']","['TFT13_Vladimir (2★)', 'TFT13_Ziggs (2★)', 'TFT13_Blitzcrank (2★)', 'TFT13_Cassiopeia (3★)', 'TFT13_Garen (2★)', 'TFT13_DrMundo (1★)', 'TFT13_Viktor (1★)']"
NA1_5244314950,2025-03-09 10:14:34.942000+00:00,1,9,7,[],"['TFT13_Family-2', 'TFT13_HighRoller-1', 'TFT13_JunkerKing-1', 'TFT13_Pugilist-3', 'TFT13_Scrap-1', 'TFT13_Squad-1', 'TFT13_Titan-1']","['TFT13_Draven (2★)', 'TFT13_Blue (2★)', 'TFT13_Red (3★)', 'TFT13_Prime (2★)', 'TFT13_Gangplank (2★)', 'TFT13_Beardy (1★)', 'TFT13_Vi (2★)', 'TFT13_Lieutenant (2★)', 'TFT13_Rumble (2★)']"
NA1_5244303623,2025-03-09 09:42:32.703000+00:00,4,8,34,[],"['TFT13_Ambusher-3', 'TFT13_Crime-1', 'TFT13_MachineHerald-1', 'TFT13_Scrap-1', 'TFT13_Squad-1', 'TFT13_Titan-1']","['TFT13_Singed (2★)', 'TFT13_Blue (2★)', 'TFT13_Camille (2★)', 'TFT13_Chainsaw (3★)', 'TFT13_Gremlin (3★)', 'TFT13_Beardy (2★)', 'TFT13_Ekko (2★)', 'TFT13_Viktor (1★)']"
NA1_5243977417,2025-03-09 00:54:05.297000+00:00,3,8,42,[],"['TFT13_Ambassador-1', 'TFT13_Hoverboard-1', 'TFT13_Sniper-2', 'TFT13_Watcher-2']","['TFT13_Darius (2★)', 'TFT13_Prime (2★)', 'TFT13_Zeri (3★)', 'TFT13_KogMaw (1★)', 'TFT13_FlyGuy (3★)', 'TFT13_Garen (2★)', 'TFT13_Twitch (2★)', 'TFT13_Caitlyn (1★)']"
NA1_5243643754,2025-03-08 09:05:36.886000+00:00,3,9,5,[],"['TFT13_MissMageTrait-1', 'TFT13_Rebel-3', 'TFT13_Sorcerer-1', 'TFT13_Titan-1']","['TFT13_Irelia (3★)', 'TFT13_Akali (2★)', 'TFT13_Sett (2★)', 'TFT13_Ezreal (2★)', 'TFT13_Illaoi (2★)', 'TFT13_Zoe (2★)', 'TFT13_LeBlanc (2★)', 'TFT13_Jinx (1★)', 'TFT13_MissMage (1★)']"
NA1_5243625119,2025-03-08 08:26:08.257000+00:00,2,9,0,[],"['TFT13_Bruiser-1', 'TFT13_Crime-4', 'TFT13_HighRoller-1', 'TFT13_Infused-1', 'TFT13_Titan-1']","['TFT13_Singed (2★)', 'TFT13_RenataGlasc (3★)', 'TFT13_Chainsaw (2★)', 'TFT13_Gremlin (2★)', 'TFT13_Elise (2★)', 'TFT13_Silco (2★)', 'TFT13_Illaoi (2★)', 'TFT13_Mordekaiser (1★)', 'TFT13_Lieutenant (1★)', 'TFT13_Lieutenant (1★)']"
NA1_5243605957,2025-03-08 07:42:35.055000+00:00,1,9,53,[],"['TFT13_Ambassador-1', 'TFT13_BloodHunter-1', 'TFT13_Challenger-3', 'TFT13_Rebel-1', 'TFT13_Squad-1', 'TFT13_Titan-2', 'TFT13_Warband-1']","['TFT13_Irelia (2★)', 'TFT13_Nocturne (2★)', 'TFT13_Rell (2★)', 'TFT13_Akali (3★)', 'TFT13_Beardy (3★)', 'TFT13_TwistedFate (3★)', 'TFT13_Ambessa (1★)', 'TFT13_Illaoi (2★)', 'TFT13_Warwick (1★)']"
NA1_5243580838,2025-03-08 07:00:42.440000+00:00,4,9,6,[],"['TFT13_Ambusher-4', 'TFT13_Crime-1', 'TFT13_Hoverboard-1', 'TFT13_MachineHerald-1', 'TFT13_Scrap-1', 'TFT13_Squad-1', 'TFT13_Titan-1']","['TFT13_Singed (2★)', 'TFT13_Blue (2★)', 'TFT13_Camille (2★)', 'TFT13_Chainsaw (3★)', 'TFT13_Gremlin (3★)', 'TFT13_FlyGuy (1★)', 'TFT13_Beardy (2★)', 'TFT13_Ekko (2★)', 'TFT13_Jinx (1★)', 'TFT13_Viktor (1★)']"
NA1_5243227181,2025-03-07 21:49:12.177000+00:00,3,9,0,[],"['TFT13_Ambassador-1', 'TFT13_Family-1', 'TFT13_Hoverboard-1', 'TFT13_MissMageTrait-1', 'TFT13_Watcher-3']","['TFT13_Amumu (2★)', 'TFT13_Darius (2★)', 'TFT13_Blue (1★)', 'TFT13_Red (1★)', 'TFT13_Vladimir (2★)', 'TFT13_Prime (3★)', 'TFT13_FlyGuy (3★)', 'TFT13_Garen (2★)', 'TFT13_MissMage (1★)']"
NA1_5243208687,2025-03-07 21:07:46.321000+00:00,1,9,19,[],"['TFT13_Ambassador-2', 'TFT13_FormSwapper-1', 'TFT13_MachineHerald-1', 'TFT13_Sorcerer-3', 'TFT13_Warband-1', 'TFT13_Watcher-1']","['TFT13_Vladimir (2★)', 'TFT13_Tristana (2★)', 'tft13_swain (3★)', 'TFT13_Nami (2★)', 'TFT13_Elise (2★)', 'TFT13_Ambessa (2★)', 'TFT13_Garen (2★)', 'TFT13_Zoe (2★)', 'TFT13_Viktor (1★)']"
