match_id,game_time,placement,level,gold_left,augments,traits,units
NA1_5252243039,2025-03-23 03:48:14.803000+00:00,6,9,0,[],"['TFT13_Ambassador-1', 'TFT13_Challenger-1', 'TFT13_Squad-3', 'TFT13_Titan-1']","['TFT13_Fish (1★)', 'TFT13_Shooter (1★)', 'TFT13_Shooter (1★)', 'TFT13_Camille (1★)', 'TFT13_Beardy (1★)', 'TFT13_TwistedFate (1★)', 'TFT13_Ambessa (1★)', 'TFT13_Vi (2★)']"
NA1_5252171622,2025-03-23 02:16:59.120000+00:00,1,9,54,[],"['TFT13_Ambusher-4', 'TFT13_Crime-1', 'TFT13_Hoverboard-1', 'TFT13_MachineHerald-1', 'TFT13_Scrap-1', 'TFT13_Squad-1', 'TFT13_Titan-1']","['TFT13_Singed (3★)', 'TFT13_Blue (2★)', 'TFT13_Camille (2★)', 'TFT13_Chainsaw (3★)', 'TFT13_Gremlin (3★)', 'TFT13_FlyGuy (2★)', 'TFT13_Beardy (2★)', 'TFT13_Ekko (2★)', 'TFT13_Viktor (1★)']"
NA1_5252152314,2025-03-23 01:41:15.986000+00:00,5,9,5,[],"['TFT13_MachineHerald-1', 'TFT13_MissMageTrait-1']","['TFT13_Zyra (1★)', 'tft13_elise (1★)', 'TFT13_Twitch (2★)', 'TFT13_Illaoi (2★)', 'TFT13_Corki (2★)', 'TFT13_Vi (2★)', 'TFT13_Vi (1★)', 'TFT13_Viktor (1★)', 'TFT13_MissMage (1★)']"
NA1_5252124781,2025-03-23 00:58:00.631000+00:00,2,10,0,[],['TFT13_MissMageTrait-1'],"['TFT13_LeBlanc (2★)', 'TFT13_LeBlanc (2★)', 'TFT13_LeBlanc (1★)', 'TFT13_Mordekaiser (2★)', 'TFT13_Mordekaiser (2★)', 'TFT13_Mordekaiser (1★)', 'TFT13_Mordekaiser (1★)', 'TFT13_MissMage (1★)']"
NA1_5252108842,2025-03-23 00:26:18.822000+00:00,8,7,5,[],"['TFT13_Family-3', 'TFT13_HighRoller-1', 'TFT13_Pugilist-3', 'TFT13_Scrap-1']","['TFT13_Blue (3★)', 'TFT13_Red (2★)', 'TFT13_Urgot (1★)', 'TFT13_Prime (3★)', 'TFT13_Gangplank (2★)', 'TFT13_Vi (1★)', 'TFT13_Lieutenant (1★)']"
NA1_5251111753,2025-03-21 04:45:18.104000+00:00,3,8,1,[],"['TFT13_Ambassador-2', 'TFT13_FormSwapper-1', 'TFT13_Sorcerer-2', 'TFT13_Warband-1', 'TFT13_Watcher-1']","['TFT13_Vladimir (2★)', 'TFT13_Tristana (2★)', 'tft13_swain (3★)', 'TFT13_Nami (3★)', 'TFT13_Ambessa (2★)', 'TFT13_Garen (2★)', 'TFT13_Jayce (1★)', 'TFT13_LeBlanc (1★)', 'TFT13_JayceSummon (1★)']"
NA1_5250618718,2025-03-20 06:35:30.094000+00:00,2,9,0,[],"['TFT13_Ambassador-2', 'TFT13_JunkerKing-1', 'TFT13_Martialist-1', 'TFT13_MissMageTrait-1', 'TFT13_Scrap-1', 'TFT13_Sorcerer-1', 'TFT13_Titan-1', 'TFT13_Warband-1', 'TFT13_Watcher-1']","['TFT13_Vladimir (2★)', 'TFT13_Rell (2★)', 'TFT13_Tristana (1★)', 'TFT13_Nami (2★)', 'TFT13_Ambessa (2★)', 'TFT13_Garen (2★)', 'TFT13_Corki (2★)', 'TFT13_Rumble (2★)', 'TFT13_MissMage (1★)']"
NA1_5250500174,2025-03-20 03:20:08.384000+00:00,1,10,10,[],"['TFT13_Ambassador-2', 'TFT13_BloodHunter-1', 'TFT13_FormSwapper-1', 'TFT13_MissMageTrait-1', 'TFT13_Sorcerer-2', 'TFT13_Warband-1', 'TFT13_Watcher-1']","['TFT13_Zyra (1★)', 'TFT13_Vladimir (2★)', 'TFT13_Tristana (2★)', 'tft13_swain (2★)', 'TFT13_Nami (2★)', 'tft13_elise (2★)', 'TFT13_Ambessa (2★)', 'TFT13_Garen (2★)', 'TFT13_Warwick (2★)', 'TFT13_MissMage (1★)']"
NA1_5250465702,2025-03-20 02:39:42.677000+00:00,6,9,12,[],"['TFT13_Academy-1', 'TFT13_Bruiser-1', 'TFT13_FormSwapper-1', 'TFT13_Invoker-3', 'TFT13_Titan-1', 'TFT13_Warband-1']","['TFT13_Morgana (2★)', 'TFT13_Leona (2★)', 'TFT13_Rell (2★)', 'TFT13_RenataGlasc (2★)', 'TFT13_NunuWillump (2★)', 'TFT13_Heimerdinger (2★)', 'tft13_elise (2★)', 'TFT13_Jayce (1★)', 'TFT13_Malzahar (1★)', 'TFT13_JayceSummon (1★)']"
NA1_5250418317,2025-03-20 01:28:28.272000+00:00,1,9,24,[],"['TFT13_Ambassador-1', 'TFT13_BloodHunter-1', 'TFT13_Challenger-3', 'TFT13_MachineHerald-1', 'TFT13_Rebel-1', 'TFT13_Squad-1', 'TFT13_Titan-2', 'TFT13_Warband-1']","['TFT13_Irelia (2★)', 'TFT13_Rell (3★)', 'TFT13_Akali (3★)', 'TFT13_Beardy (2★)', 'TFT13_TwistedFate (3★)', 'TFT13_Ambessa (1★)', 'TFT13_Illaoi (2★)', 'TFT13_Warwick (1★)', 'TFT13_Viktor (1★)']"
NA1_5250398189,2025-03-20 00:53:57.898000+00:00,5,9,1,[],"['TFT13_Family-1', 'TFT13_MissMageTrait-1', 'TFT13_Pugilist-3', 'TFT13_Scrap-1']","['TFT13_Draven (3★)', 'TFT13_Blue (3★)', 'TFT13_Red (4★)', 'TFT13_Urgot (2★)', 'TFT13_Prime (3★)', 'TFT13_Sett (2★)', 'TFT13_Gangplank (2★)', 'TFT13_Vi (2★)', 'TFT13_MissMage (1★)']"
NA1_5250375769,2025-03-20 00:06:24.535000+00:00,4,9,15,[],"['TFT13_Ambassador-2', 'TFT13_HighRoller-1', 'TFT13_Sorcerer-3', 'TFT13_Warband-1', 'TFT13_Watcher-1']","['TFT13_Vladimir (2★)', 'TFT13_Tristana (2★)', 'tft13_swain (2★)', 'TFT13_Nami (2★)', 'TFT13_Ambessa (1★)', 'TFT13_Garen (1★)', 'TFT13_Zoe (1★)', 'TFT13_LeBlanc (1★)', 'TFT13_Lieutenant (2★)']"
NA1_5250357766,2025-03-19 23:38:58.016000+00:00,8,9,2,[],"['TFT13_JunkerKing-1', 'TFT13_MissMageTrait-1', 'TFT13_Rebel-3', 'TFT13_Titan-2']","['TFT13_Irelia (2★)', 'TFT13_Vex (2★)', 'TFT13_Akali (2★)', 'TFT13_Sett (2★)', 'TFT13_Ezreal (2★)', 'TFT13_Illaoi (2★)', 'TFT13_Zoe (2★)', 'TFT13_Rumble (1★)', 'TFT13_MissMage (1★)']"
NA1_5250334546,2025-03-19 22:55:56.808000+00:00,5,9,35,[],"['TFT13_BloodHunter-1', 'TFT13_Bruiser-3', 'TFT13_Experiment-1', 'TFT13_Sniper-1', 'TFT13_Squad-1']","['TFT13_Fish (2★)', 'TFT13_Sett (2★)', 'TFT13_Chainsaw (2★)', 'TFT13_NunuWillump (2★)', 'tft13_elise (2★)', 'TFT13_DrMundo (2★)', 'TFT13_Twitch (2★)', 'TFT13_Caitlyn (2★)', 'TFT13_Warwick (1★)']"
NA1_5250323145,2025-03-19 22:28:48.137000+00:00,8,7,0,[],"['TFT13_Ambusher-3', 'TFT13_Family-1', 'TFT13_Pugilist-1', 'TFT13_Scrap-1']","['TFT13_Blue (3★)', 'TFT13_Red (3★)', 'TFT13_Prime (2★)', 'TFT13_Camille (3★)', 'TFT13_Gremlin (2★)', 'TFT13_Gangplank (2★)', 'tft13_jinx (1★)', 'TFT13_Blue (3★)']"
NA1_5250309431,2025-03-19 21:56:06.955000+00:00,5,8,0,[],"['TFT13_Cabal-1', 'TFT13_FormSwapper-2', 'TFT13_Infused-2', 'TFT13_Sorcerer-1', 'TFT13_Warband-1']","['TFT13_Vladimir (2★)', 'tft13_swain (1★)', 'TFT13_Blitzcrank (2★)', 'TFT13_Cassiopeia (2★)', 'tft13_elise (2★)', 'TFT13_Silco (2★)', 'TFT13_Jayce (2★)', 'TFT13_Mordekaiser (1★)', 'TFT13_JayceSummon (2★)', 'TFT13_Sion (1★)']"
NA1_5249953016,2025-03-19 02:55:17.930000+00:00,3,8,5,[],"['TFT13_Ambassador-1', 'TFT13_Challenger-3', 'TFT13_MachineHerald-1', 'TFT13_Rebel-1', 'TFT13_Squad-1', 'TFT13_Titan-2', 'TFT13_Warband-1']","['TFT13_Irelia (2★)', 'TFT13_Rell (2★)', 'TFT13_Akali (3★)', 'TFT13_Beardy (2★)', 'TFT13_TwistedFate (3★)', 'TFT13_Ambessa (1★)', 'TFT13_Illaoi (2★)', 'TFT13_Viktor (1★)']"
NA1_5249446764,2025-03-18 03:49:52.596000+00:00,3,10,1,[],"['TFT13_Academy-1', 'TFT13_Bruiser-1', 'TFT13_Crime-1', 'TFT13_Invoker-3', 'TFT13_Sorcerer-1', 'TFT13_Titan-1']","['TFT13_Singed (2★)', 'TFT13_Leona (2★)', 'TFT13_Vladimir (1★)', 'TFT13_Rell (2★)', 'TFT13_RenataGlasc (2★)', 'TFT13_Chainsaw (2★)', 'TFT13_NunuWillump (2★)', 'TFT13_Heimerdinger (2★)', 'TFT13_Jayce (1★)', 'TFT13_LeBlanc (2★)', 'TFT13_JayceSummon (1★)']"
NA1_5249418946,2025-03-18 03:11:31.330000+00:00,2,8,8,[],"['TFT13_Bruiser-1', 'TFT13_Experiment-2', 'TFT13_Pugilist-1', 'TFT13_Sniper-1', 'TFT13_Squad-1']","['TFT13_Zyra (2★)', 'TFT13_Urgot (2★)', 'TFT13_NunuWillump (2★)', 'tft13_elise (2★)', 'TFT13_DrMundo (2★)', 'TFT13_Twitch (2★)', 'TFT13_Vi (2★)', 'TFT13_Caitlyn (1★)']"
NA1_5249395801,2025-03-18 02:51:33.600000+00:00,8,7,4,[],"['TFT13_Ambusher-3', 'TFT13_Bruiser-1', 'TFT13_Crime-1', 'TFT13_Scrap-1']","['TFT13_Blue (2★)', 'TFT13_Trundle (1★)', 'TFT13_RenataGlasc (3★)', 'TFT13_Camille (2★)', 'TFT13_Chainsaw (2★)', 'TFT13_Gremlin (3★)', 'TFT13_Ekko (1★)']"
